Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ACRE,Ares Commercial Real Estate Corporation,9.41,$314.69M,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",12.92,$296.06M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,44.69,$6.4B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,26.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",43.25,$677.73M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.52,n/a,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",36.73,$1.27B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
ARGO^A,"Argo Group International Holdings, Ltd.",25.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/argo^a
ANET,"Arista Networks, Inc.",263,$19.9B,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
AAIC,Arlington Asset Investment Corp,2.63,$92.09M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aaic
AAIC^B,Arlington Asset Investment Corp,18,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aaic^b
AAIC^C,Arlington Asset Investment Corp,19.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aaic^c
AIC,Arlington Asset Investment Corp,23.07,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,23.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",5.04,$393.81M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",8.72,$684.08M,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",23.4312,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",9.74,$630.47M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/arr
ARR^C,"ARMOUR Residential REIT, Inc.",23.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/arr^c
AFI,"Armstrong Flooring, Inc.",2.69,$58.17M,2016,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,60.98,$2.92B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",84.78,$6.4B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,110.51,$21.25B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,42.56,$3.34B,2013,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,21.99,$424.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asa
ASAN,"Asana, Inc.",23.39,$4.88B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/asan
ABG,Asbury Automotive Group Inc,114.19,$2.2B,2002,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/abg
ACND,Ascendant Digital Acquisition Corp.,9.77,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/acnd
ACND.U,Ascendant Digital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/acnd.u
ACND.WS,Ascendant Digital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acnd.ws
ASX,"ASE Technology Holding Co., Ltd.",4.81,$10.26B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,70.59,$3.71B,1992,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,1.4401,$21.07M,2003,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,5.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,5.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,5.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,5.8514,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,5.8518,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,75.49,$4.56B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",11.2,$300.67M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,26.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^d
AHL^E,Aspen Insurance Holdings Limited,25.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^e
ASPL.U,Aspirational Consumer Lifestyle Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/aspl.u
AMK,"AssetMark Financial Holdings, Inc.",23.22,$1.68B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
ASB,Associated Banc-Corp,13.44,$2.06B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,27.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^e
ASB^F,Associated Banc-Corp,27.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^f
AC,"Associated Capital Group, Inc.",35.28,$788.92M,2015,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",127.09,$7.58B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",123.42,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,26.54,$2.22B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,27.0215,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.679,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^f
HOME,At Home Group Inc.,16.66,$1.07B,2016,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/home
T,AT&T Inc.,27.44,$195.52B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
T^A,AT&T Inc.,26.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^a
T^C,AT&T Inc.,25.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^c
TBB,AT&T Inc.,26.55,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.17,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,8.7,$123.19M,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,34.91,$6.78B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,27.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,25.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATH^C,Athene Holding Ltd.,27.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^c
ATKR,Atkore International Group Inc.,22.83,$1.08B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,1.97,$175.77M,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ASAQ,Atlantic Street Acquisition Corp,9.65,$310.61M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/asaq
ASAQ.U,Atlantic Street Acquisition Corp,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/asaq.u
ASAQ.WS,Atlantic Street Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asaq.ws
ATCO,Atlas Corp.,9.47,$2.33B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/atco
ATCO^D,Atlas Corp.,23.1227,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^d
ATCO^E,Atlas Corp.,24.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^e
ATCO^G,Atlas Corp.,24.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^g
ATCO^H,Atlas Corp.,22.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^h
ATCO^I,Atlas Corp.,22.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^i
ACIC.U,Atlas Crest Investment Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/acic.u
ATO,Atmos Energy Corporation,93.64,$11.55B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ACB,Aurora Cannabis Inc.,9.79,$1.57B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,103.24,$12.29B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",79.54,$6.95B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",58.92,$5.18B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1158.53,$26.85B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",169.66,$14.27B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",147.95,$20.66B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",50.5,$15.6B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",39.76,$1.9B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVAN.U,Avanti Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/avan.u
AVTR,"Avantor, Inc.",26.92,$15.57B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",85.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,17.58,$1.46B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,148.26,$12.37B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVNT,Avient Corporation,32.63,$2.98B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/avnt
AVA,Avista Corporation,33.99,$2.31B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AXTA,Axalta Coating Systems Ltd.,26.51,$6.24B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,44.5,$3.75B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^E,Axis Capital Holdings Limited,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",28.48,$1.68B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.6,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AZUL,Azul S.A.,14.38,$1.64B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,29.65,$1.42B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,34.74,$905.9M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",28.68,$1.84B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BMRG,B. Riley Principal Merger Corp. II,10.25,$224.22M,2020,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmrg
BMRG.U,B. Riley Principal Merger Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.u
BMRG.WS,B. Riley Principal Merger Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.ws
BW,Babcock,2.26,$116.72M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,13.32,$267.26M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",74.22,$2.16B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",10.19,$657.89M,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BKR,Baker Hughes Company,15.57,$16.12B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BBN,BalckRock Taxable Municipal Bond Trust,25.32,$1.45B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BLL,Ball Corporation,97.46,$31.83B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",12.13,$609.39M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.6686,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BBAR,Banco BBVA Argentina S.A.,2.85,$582.07M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBVA,Banco Bilbao Viscaya Argentaria S.A.,2.92,$19.43B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,3.89,$34.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,3.5,$30.92B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,17.44,$8.81B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",12.97,$514.55M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,5.92,$44.17B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,15.89,$7.49B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",4.04,$5.48B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",2.14,$144.85B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",25.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,27.24,$6.55B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,23.22,$2.38B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs
BXS^A,BancorpSouth Bank,26.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs^a
BAC,Bank of America Corporation,24.31,$210.3B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,25.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,27.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,25.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,24.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,27.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1475.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,26.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,26.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BAC^O,Bank of America Corporation,25.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^o
BML^G,Bank of America Corporation,21.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,21.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,24.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,59.37,$2.38B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,62.36,$40.09B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),27.94,$1.4B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
BNS,Bank of Nova Scotia (The),43.31,$52.47B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",24.04,$2.22B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BCS,Barclays PLC,5.79,$25.12B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",7.88,$377.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,12.2,$247.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,10.85,$115.03M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",2.47,$120.12M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
B,"Barnes Group, Inc.",39.89,$2.02B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,28.87,$51.33B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold
BHC,Bausch Health Companies Inc.,16.64,$5.91B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,78.93,$40.32B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,0.3453,$193.78M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte
BCE,"BCE, Inc.",40.59,$36.71B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",13.41,$415.99M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",236.62,$68.59B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXB,"Becton, Dickinson and Company",52.68,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxb
BDC,Belden Inc,32.69,$1.46B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BRBR,"BellRing Brands, Inc.",19.27,$759.79M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr
BHE,"Benchmark Electronics, Inc.",22.22,$810.16M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",12.81,$644.42M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",50.29,$6.67B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",123.06,$31.85B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BEST,BEST Inc.,2.61,$1.01B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BGSF,BG Staffing Inc,9.15,$94.4M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BHP,BHP Group Limited,51.06,$129.13B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,41.81,$105.73B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",51.1,$2.01B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,85.9,$266.54M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BILL,"Bill.com Holdings, Inc.",102.1,$8.27B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,84.31,$5.03B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",643.45,$19.19B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bio.b
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",43.29,$5.97B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,58.63,$3.68B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",94.39,$14.82B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",6.58,$1.36B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,4.83,$2.69B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
